Statistical profiling result from isolate-0x103001e00-v8.log, (1096 ticks, 20 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.1%    0.1%  T v8::internal::Script::GetPositionInfo(int, v8::internal::Script::PositionInfo*, v8::internal::Script::OffsetFlag) const
      1    0.1%    0.1%  T v8::internal::Scope::LookupRecursive(v8::internal::ParseInfo*, v8::internal::VariableProxy*, v8::internal::Scope*)
      1    0.1%    0.1%  T v8::internal::Scanner::Next()
      1    0.1%    0.1%  T v8::internal::SaveContext::SaveContext(v8::internal::Isolate*)
      1    0.1%    0.1%  T v8::internal::Runtime_NewObject(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.1%  T v8::internal::RegExpResultsCache::Lookup(v8::internal::Heap*, v8::internal::String*, v8::internal::Object*, v8::internal::FixedArray**, v8::internal::RegExpResultsCache::ResultsCacheType)
      1    0.1%    0.1%  T v8::internal::Parser::ShortcutNumericLiteralBinaryExpression(v8::internal::Expression**, v8::internal::Expression*, v8::internal::Token::Value, int)
      1    0.1%    0.1%  T v8::internal::Parser::BuildUnaryExpression(v8::internal::Expression*, v8::internal::Token::Value, int)
      1    0.1%    0.1%  T v8::internal::Parser::BuildParameterInitializationBlock(v8::internal::ParserFormalParameters const&, bool*)
      1    0.1%    0.1%  T v8::internal::PagedSpace::CountTotalPages()
      1    0.1%    0.1%  T v8::internal::Object::GetPropertyWithAccessor(v8::internal::LookupIterator*)
      1    0.1%    0.1%  T v8::internal::NativeRegExpMacroAssembler::StringCharacterPosition(v8::internal::String*, int)
      1    0.1%    0.1%  T v8::internal::Map::TransitionToDataProperty(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Map>, v8::internal::Handle<v8::internal::Name>, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyAttributes, v8::internal::PropertyConstness, v8::internal::Object::StoreFromKeyed)
      1    0.1%    0.1%  T v8::internal::LookupIterator::PrepareTransitionToDataProperty(v8::internal::Handle<v8::internal::JSReceiver>, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyAttributes, v8::internal::Object::StoreFromKeyed)
      1    0.1%    0.1%  T v8::internal::Logger::CodeLinePosInfoRecordEvent(unsigned long, v8::internal::ByteArray*)
      1    0.1%    0.1%  T v8::internal::LoadIC::ComputeHandler(v8::internal::LookupIterator*)
      1    0.1%    0.1%  T v8::internal::JsonParser<true>::ParseJsonValue()
      1    0.1%    0.1%  T v8::internal::JSFunction::EnsureHasInitialMap(v8::internal::Handle<v8::internal::JSFunction>)
      1    0.1%    0.1%  T v8::internal::Isolate::FireCallCompletedCallback()
      1    0.1%    0.1%  T v8::internal::InterpretedFrame::Summarize(std::__1::vector<v8::internal::FrameSummary, std::__1::allocator<v8::internal::FrameSummary> >*) const
      1    0.1%    0.1%  T v8::internal::IncrementalMarking::WhiteToGreyAndPush(v8::internal::HeapObject*)
      1    0.1%    0.1%  T v8::internal::IC::IsTransitionOfMonomorphicTarget(v8::internal::Map*, v8::internal::Map*)
      1    0.1%    0.1%  T v8::internal::Heap::RegisterStrongRoots(v8::internal::Object**, v8::internal::Object**)
      1    0.1%    0.1%  T v8::internal::Heap::CreateFillerObjectAt(unsigned long, int, v8::internal::ClearRecordedSlots, v8::internal::ClearFreedMemoryMode)
      1    0.1%    0.1%  T v8::internal::FreeList::Allocate(unsigned long, unsigned long*)
      1    0.1%    0.1%  T v8::internal::FeedbackNexus::FindHandlers(std::__1::vector<v8::internal::MaybeObjectHandle, std::__1::allocator<v8::internal::MaybeObjectHandle> >*, int) const
      1    0.1%    0.1%  T v8::internal::FastKeyAccumulator::GetKeys(v8::internal::GetKeysConversion)
      1    0.1%    0.1%  T v8::internal::Factory::NewStoreHandler(int)
      1    0.1%    0.1%  T v8::internal::Factory::NewJSArray(v8::internal::ElementsKind, v8::internal::PretenureFlag)
      1    0.1%    0.1%  T v8::internal::Factory::NewFixedArrayWithFiller(v8::internal::Heap::RootListIndex, int, v8::internal::Object*, v8::internal::PretenureFlag)
      1    0.1%    0.1%  T v8::internal::Factory::NewFeedbackVector(v8::internal::Handle<v8::internal::SharedFunctionInfo>, v8::internal::PretenureFlag)
      1    0.1%    0.1%  T v8::internal::Factory::NewCodeForDeserialization(unsigned int)
      1    0.1%    0.1%  T v8::internal::DoubleToFixedCString(double, int)
      1    0.1%    0.1%  T v8::internal::Dictionary<v8::internal::NameDictionary, v8::internal::NameDictionaryShape>::SetEntry(v8::internal::Isolate*, int, v8::internal::Object*, v8::internal::Object*, v8::internal::PropertyDetails)
      1    0.1%    0.1%  T v8::internal::Dictionary<v8::internal::NameDictionary, v8::internal::NameDictionaryShape>::Add(v8::internal::Isolate*, v8::internal::Handle<v8::internal::NameDictionary>, v8::internal::Handle<v8::internal::Name>, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyDetails, int*)
      1    0.1%    0.1%  T v8::internal::Deserializer<v8::internal::DefaultDeserializerAllocator>::PostProcessNewObject(v8::internal::HeapObject*, int)
      1    0.1%    0.1%  T v8::internal::DeclarationScope::AllocateParameterLocals()
      1    0.1%    0.1%  T v8::internal::BuiltinDeserializer::ExtractCodeObjectSize(int)
      1    0.1%    0.1%  T v8::internal::Bitmap::Clear()
      1    0.1%    0.1%  T v8::base::Time::Now()
      1    0.1%    0.1%  T v8::Integer::NewFromUnsigned(v8::Isolate*, unsigned int)
      1    0.1%    0.1%  T v8::Context::GetNumberOfEmbedderDataFields()
      1    0.1%    0.1%  T unibrow::Utf8Iterator::operator++()
      1    0.1%    0.1%  T node::performance::performance_state::Mark(node::performance::PerformanceMilestone, unsigned long long)
      1    0.1%    0.1%  T node::fs::Close(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.1%    0.1%  T node::contextify::ContextifyContext::PropertyGetterCallback(v8::Local<v8::Name>, v8::PropertyCallbackInfo<v8::Value> const&)
      1    0.1%    0.1%  T node::InternalCallbackScope::InternalCallbackScope(node::Environment*, v8::Local<v8::Object>, node::async_context const&, node::InternalCallbackScope::ResourceExpectation)
      1    0.1%    0.1%  T node::HandleWrap::Close(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.1%    0.1%  T node::DTRACE_HTTP_SERVER_RESPONSE(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.1%    0.1%  T node::AsyncWrapObject::New(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.1%    0.1%  T _vm_read
      1    0.1%    0.1%  T _vm_purgable_control
      1    0.1%    0.1%  T _proc_listpidspath
      1    0.1%    0.1%  T ___fflush
      1    0.1%    0.1%  T _NXCreateHashTableFromZone

 [Summary]:
   ticks  total  nonlib   name
    239   21.8%   22.2%  JavaScript
    820   74.8%   76.0%  C++
     66    6.0%    6.1%  GC
     17    1.6%          Shared libraries
     20    1.8%          Unaccounted

 [C++ entry points]:
   ticks    cpp   total   name
    168   55.4%   15.3%  T v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
     37   12.2%    3.4%  T v8::internal::Runtime_CompileLazy(int, v8::internal::Object**, v8::internal::Isolate*)
     14    4.6%    1.3%  T v8::internal::Runtime_KeyedStoreIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      9    3.0%    0.8%  T v8::internal::Runtime_LoadIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      7    2.3%    0.6%  T v8::internal::Runtime_StoreCallbackProperty(int, v8::internal::Object**, v8::internal::Isolate*)
      5    1.7%    0.5%  T v8::internal::Runtime_CompileOptimized_Concurrent(int, v8::internal::Object**, v8::internal::Isolate*)
      4    1.3%    0.4%  T v8::internal::Runtime_StoreIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      4    1.3%    0.4%  T v8::internal::Runtime_LoadPropertyWithInterceptor(int, v8::internal::Object**, v8::internal::Isolate*)
      4    1.3%    0.4%  T v8::internal::Runtime_InterpreterDeserializeLazy(int, v8::internal::Object**, v8::internal::Isolate*)
      4    1.3%    0.4%  T v8::internal::Builtin_JsonParse(int, v8::internal::Object**, v8::internal::Isolate*)
      3    1.0%    0.3%  T v8::internal::StringTable::LookupStringIfExists_NoAllocate(v8::internal::Isolate*, v8::internal::String*)
      3    1.0%    0.3%  T v8::internal::Runtime_DeserializeLazy(int, v8::internal::Object**, v8::internal::Isolate*)
      3    1.0%    0.3%  T v8::internal::Builtin_ErrorConstructor(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.7%    0.2%  T v8::internal::Runtime_StringSplit(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.7%    0.2%  T v8::internal::Runtime_SetProperty(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.7%    0.2%  T v8::internal::Runtime_RegExpExec(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.7%    0.2%  T v8::internal::Runtime_ForInEnumerate(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.7%    0.2%  T v8::internal::Runtime_CreateArrayLiteral(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.7%    0.2%  T v8::internal::Runtime_AddDictionaryProperty(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.7%    0.2%  T v8::internal::Builtin_NumberPrototypeToFixed(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.7%    0.2%  T v8::internal::Builtin_ArrayBufferConstructor(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.3%    0.1%  t v8::internal::JSObject::RawFastPropertyAtPut(v8::internal::FieldIndex, v8::internal::Object*)
      1    0.3%    0.1%  T v8::internal::Runtime_StringParseInt(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.3%    0.1%  T v8::internal::Runtime_StackGuard(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.3%    0.1%  T v8::internal::Runtime_ObjectKeys(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.3%    0.1%  T v8::internal::Runtime_NewObject(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.3%    0.1%  T v8::internal::Runtime_DefineDataPropertyInLiteral(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.3%    0.1%  T v8::internal::Runtime_CreateObjectLiteral(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.3%    0.1%  T v8::internal::OrderedHashMap::GetHash(v8::internal::Isolate*, v8::internal::Object*)
      1    0.3%    0.1%  T v8::internal::JSFunction::EnsureHasInitialMap(v8::internal::Handle<v8::internal::JSFunction>)
      1    0.3%    0.1%  T v8::internal::Heap::CreateFillerObjectAt(unsigned long, int, v8::internal::ClearRecordedSlots, v8::internal::ClearFreedMemoryMode)
      1    0.3%    0.1%  T v8::internal::Factory::InitializeJSObjectBody(v8::internal::Handle<v8::internal::JSObject>, v8::internal::Handle<v8::internal::Map>, int)
      1    0.3%    0.1%  T v8::internal::Builtin_ReflectGetOwnPropertyDescriptor(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.3%    0.1%  T v8::internal::Builtin_ObjectGetPrototypeOf(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.3%    0.1%  T v8::internal::Builtin_ObjectDefineProperty(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.3%    0.1%  T v8::internal::Builtin_GlobalDecodeURIComponent(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.3%    0.1%  T v8::internal::Builtin_FunctionConstructor(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.3%    0.1%  T v8::internal::Builtin_ErrorCaptureStackTrace(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.3%    0.1%  T v8::internal::Builtin_DateConstructor(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.3%    0.1%  T v8::internal::Builtin_ArrayShift(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.3%    0.1%  T v8::internal::Builtin_ArrayConcat(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.3%    0.1%  T unibrow::Utf8Iterator::operator++()
      1    0.3%    0.1%  T ___guarded_open_np

 [Bottom up (heavy) profile]:
  Note: percentage shows a share of a particular caller in the total
  amount of its parent calls.
  Callers occupying less than 1.0% are not shown.

   ticks parent  name
    434   39.6%  T _kpersona_get

     54    4.9%  T node::crypto::PBKDF2(v8::FunctionCallbackInfo<v8::Value> const&)
     54  100.0%    T v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
     54  100.0%      LazyCompile: ~handleError internal/crypto/pbkdf2.js:74:21
     52   96.3%        LazyCompile: ~pbkdf2Sync internal/crypto/pbkdf2.js:44:20
     52  100.0%          LazyCompile: ~app.get /Users/z002j8f/Desktop/Projects/nodeprofiler/app.js:20:21
     52  100.0%            LazyCompile: ~handle /Users/z002j8f/Desktop/Projects/nodeprofiler/node_modules/express/lib/router/layer.js:86:49
      2    3.7%        LazyCompile: ~pbkdf2 internal/crypto/pbkdf2.js:19:16
      2  100.0%          LazyCompile: ~app.get /Users/z002j8f/Desktop/Projects/nodeprofiler/app.js:38:18
      2  100.0%            LazyCompile: ~handle /Users/z002j8f/Desktop/Projects/nodeprofiler/node_modules/express/lib/router/layer.js:86:49

     35    3.2%  T node::native_module::NativeModuleLoader::CompileFunction(v8::FunctionCallbackInfo<v8::Value> const&)
     35  100.0%    T v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
     35  100.0%      LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:291:42
     35  100.0%        LazyCompile: ~nativeModuleRequire internal/bootstrap/loaders.js:182:29
      4   11.4%          Eval: ~<anonymous> internal/bootstrap/node.js:1:1
      3    8.6%          Eval: ~<anonymous> stream.js:1:1
      3  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:291:42
      2    5.7%          LazyCompile: ~Module._load internal/modules/cjs/loader.js:570:24
      2  100.0%            LazyCompile: ~Module.require internal/modules/cjs/loader.js:697:36
      2    5.7%          Eval: ~<anonymous> internal/modules/cjs/loader.js:1:1
      2  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:291:42
      2    5.7%          Eval: ~<anonymous> http.js:1:1
      2  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:291:42
      2    5.7%          Eval: ~<anonymous> crypto.js:1:1
      2  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:291:42
      2    5.7%          Eval: ~<anonymous> buffer.js:1:1
      2  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:291:42
      2    5.7%          Eval: ~<anonymous> _http_client.js:1:1
      2  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:291:42
      1    2.9%          LazyCompile: ~setupBuffer internal/bootstrap/node.js:425:21
      1  100.0%            Eval: ~<anonymous> internal/bootstrap/node.js:1:1
      1    2.9%          LazyCompile: ~loadPreloadModules internal/bootstrap/pre_execution.js:242:28
      1  100.0%            LazyCompile: ~prepareMainThreadExecution internal/bootstrap/pre_execution.js:8:36
      1    2.9%          LazyCompile: ~listenInCluster net.js:1294:25
      1  100.0%            LazyCompile: ~Server.listen net.js:1336:35
      1    2.9%          LazyCompile: ~lazyLoadStreams fs.js:1746:25
      1  100.0%            LazyCompile: ~get ReadStream fs.js:1843:17
      1    2.9%          Eval: ~<anonymous> url.js:1:1
      1  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:291:42
      1    2.9%          Eval: ~<anonymous> tty.js:1:1
      1  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:291:42
      1    2.9%          Eval: ~<anonymous> net.js:1:1
      1  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:291:42
      1    2.9%          Eval: ~<anonymous> internal/util.js:1:1
      1  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:291:42
      1    2.9%          Eval: ~<anonymous> internal/url.js:1:1
      1  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:291:42
      1    2.9%          Eval: ~<anonymous> internal/process/per_thread.js:1:1
      1  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:291:42
      1    2.9%          Eval: ~<anonymous> internal/process/next_tick.js:1:1
      1  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:291:42
      1    2.9%          Eval: ~<anonymous> internal/crypto/pbkdf2.js:1:1
      1  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:291:42
      1    2.9%          Eval: ~<anonymous> internal/crypto/keygen.js:1:1
      1  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:291:42
      1    2.9%          Eval: ~<anonymous> internal/console/global.js:1:1
      1  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:291:42
      1    2.9%          Eval: ~<anonymous> internal/cluster/master.js:1:1
      1  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:291:42
      1    2.9%          Eval: ~<anonymous> child_process.js:1:1
      1  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:291:42

     23    2.1%  Builtin: InterpreterEntryTrampoline
      2    8.7%    LazyCompile: ~processTicksAndRejections internal/process/next_tick.js:54:35
      2    8.7%    LazyCompile: ~parserOnIncoming _http_server.js:611:26
      2  100.0%      LazyCompile: ~parserOnHeadersComplete _http_common.js:68:33
      1    4.3%    LazyCompile: ~wetag /Users/z002j8f/Desktop/Projects/nodeprofiler/node_modules/express/lib/utils.js:52:31
      1  100.0%      LazyCompile: ~send /Users/z002j8f/Desktop/Projects/nodeprofiler/node_modules/express/lib/response.js:100:25
      1  100.0%        LazyCompile: ~sendStatus /Users/z002j8f/Desktop/Projects/nodeprofiler/node_modules/express/lib/response.js:336:37
      1  100.0%          LazyCompile: ~crypto.pbkdf2 /Users/z002j8f/Desktop/Projects/nodeprofiler/app.js:51:73
      1  100.0%            LazyCompile: *wrap.ondone internal/crypto/pbkdf2.js:35:17
      1    4.3%    LazyCompile: ~storeHeader _http_outgoing.js:409:21
      1  100.0%      LazyCompile: ~processHeader _http_outgoing.js:395:23
      1  100.0%        LazyCompile: ~_storeHeader _http_outgoing.js:285:22
      1  100.0%          LazyCompile: ~writeHead _http_server.js:203:19
      1  100.0%            LazyCompile: ~writeHead /Users/z002j8f/Desktop/Projects/nodeprofiler/node_modules/on-headers/index.js:28:29
      1    4.3%    LazyCompile: ~send /Users/z002j8f/Desktop/Projects/nodeprofiler/node_modules/express/lib/response.js:100:25
      1  100.0%      LazyCompile: ~sendStatus /Users/z002j8f/Desktop/Projects/nodeprofiler/node_modules/express/lib/response.js:336:37
      1  100.0%        LazyCompile: ~crypto.pbkdf2 /Users/z002j8f/Desktop/Projects/nodeprofiler/app.js:51:73
      1  100.0%          LazyCompile: ~wrap.ondone internal/crypto/pbkdf2.js:35:17
      1    4.3%    LazyCompile: ~removeListener events.js:314:28
      1  100.0%      LazyCompile: ~Readable.removeListener _stream_readable.js:858:45
      1  100.0%        LazyCompile: ~detachSocket _http_server.js:182:62
      1  100.0%          LazyCompile: ~resOnFinish _http_server.js:566:21
      1  100.0%            LazyCompile: ~emit events.js:146:44
      1    4.3%    LazyCompile: ~onFinish _http_outgoing.js:682:18
      1  100.0%      LazyCompile: ~processTicksAndRejections internal/process/next_tick.js:54:35
      1    4.3%    LazyCompile: ~ip /Users/z002j8f/Desktop/Projects/nodeprofiler/node_modules/express/lib/request.js:339:36
      1  100.0%      LazyCompile: ~getip /Users/z002j8f/Desktop/Projects/nodeprofiler/node_modules/morgan/index.js:457:15
      1  100.0%        LazyCompile: ~logger /Users/z002j8f/Desktop/Projects/nodeprofiler/node_modules/morgan/index.js:103:25
      1  100.0%          LazyCompile: ~handle /Users/z002j8f/Desktop/Projects/nodeprofiler/node_modules/express/lib/router/layer.js:86:49
      1  100.0%            LazyCompile: ~trim_prefix /Users/z002j8f/Desktop/Projects/nodeprofiler/node_modules/express/lib/router/index.js:284:23
      1    4.3%    LazyCompile: ~handle /Users/z002j8f/Desktop/Projects/nodeprofiler/node_modules/express/lib/router/layer.js:86:49
      1  100.0%      LazyCompile: ~trim_prefix /Users/z002j8f/Desktop/Projects/nodeprofiler/node_modules/express/lib/router/index.js:284:23
      1  100.0%        LazyCompile: ~<anonymous> /Users/z002j8f/Desktop/Projects/nodeprofiler/node_modules/express/lib/router/index.js:271:64
      1  100.0%          LazyCompile: ~process_params /Users/z002j8f/Desktop/Projects/nodeprofiler/node_modules/express/lib/router/index.js:322:47
      1  100.0%            LazyCompile: ~next /Users/z002j8f/Desktop/Projects/nodeprofiler/node_modules/express/lib/router/index.js:178:16
      1    4.3%    LazyCompile: ~exports._unrefActive timers.js:186:32
      1  100.0%      LazyCompile: ~Timeout.refresh internal/timers.js:96:37
      1  100.0%        LazyCompile: ~_unrefTimer net.js:337:52
      1  100.0%          LazyCompile: ~onParserExecute _http_server.js:482:25
      1    4.3%    LazyCompile: ~end _http_outgoing.js:686:45
      1  100.0%      LazyCompile: ~send /Users/z002j8f/Desktop/Projects/nodeprofiler/node_modules/express/lib/response.js:100:25
      1  100.0%        LazyCompile: ~sendStatus /Users/z002j8f/Desktop/Projects/nodeprofiler/node_modules/express/lib/response.js:336:37
      1  100.0%          LazyCompile: ~crypto.pbkdf2 /Users/z002j8f/Desktop/Projects/nodeprofiler/app.js:51:73
      1  100.0%            LazyCompile: *wrap.ondone internal/crypto/pbkdf2.js:35:17
      1    4.3%    LazyCompile: ~emitAfterScript internal/async_hooks.js:359:25
      1  100.0%      LazyCompile: ~processTicksAndRejections internal/process/next_tick.js:54:35
      1    4.3%    LazyCompile: ~app.get /Users/z002j8f/Desktop/Projects/nodeprofiler/app.js:38:18
      1  100.0%      LazyCompile: ~handle /Users/z002j8f/Desktop/Projects/nodeprofiler/node_modules/express/lib/router/layer.js:86:49
      1  100.0%        LazyCompile: ~next /Users/z002j8f/Desktop/Projects/nodeprofiler/node_modules/express/lib/router/route.js:114:16
      1  100.0%          LazyCompile: ~dispatch /Users/z002j8f/Desktop/Projects/nodeprofiler/node_modules/express/lib/router/route.js:98:45
      1  100.0%            LazyCompile: ~handle /Users/z002j8f/Desktop/Projects/nodeprofiler/node_modules/express/lib/router/layer.js:86:49
      1    4.3%    LazyCompile: ~app.(anonymous function) /Users/z002j8f/Desktop/Projects/nodeprofiler/node_modules/express/lib/application.js:472:25
      1  100.0%      LazyCompile: ~send /Users/z002j8f/Desktop/Projects/nodeprofiler/node_modules/express/lib/response.js:100:25
      1  100.0%        LazyCompile: ~sendStatus /Users/z002j8f/Desktop/Projects/nodeprofiler/node_modules/express/lib/response.js:336:37
      1  100.0%          LazyCompile: ~crypto.pbkdf2 /Users/z002j8f/Desktop/Projects/nodeprofiler/app.js:51:73
      1  100.0%            LazyCompile: ~wrap.ondone internal/crypto/pbkdf2.js:35:17
      1    4.3%    LazyCompile: ~_writeRaw _http_outgoing.js:243:19
      1  100.0%      LazyCompile: ~_send _http_outgoing.js:210:49
      1  100.0%        LazyCompile: ~write_ _http_outgoing.js:582:16
      1  100.0%          LazyCompile: ~end _http_outgoing.js:686:45
      1  100.0%            LazyCompile: ~send /Users/z002j8f/Desktop/Projects/nodeprofiler/node_modules/express/lib/response.js:100:25
      1    4.3%    LazyCompile: ~_implicitHeader _http_server.js:198:68
      1  100.0%      LazyCompile: ~write_ _http_outgoing.js:582:16
      1  100.0%        LazyCompile: ~end _http_outgoing.js:686:45
      1  100.0%          LazyCompile: ~send /Users/z002j8f/Desktop/Projects/nodeprofiler/node_modules/express/lib/response.js:100:25
      1  100.0%            LazyCompile: ~sendStatus /Users/z002j8f/Desktop/Projects/nodeprofiler/node_modules/express/lib/response.js:336:37
      1    4.3%    LazyCompile: ~Writable.write _stream_writable.js:273:36
      1  100.0%      LazyCompile: ~Console.(anonymous function) internal/console/constructor.js:213:46
      1  100.0%        LazyCompile: ~log internal/console/constructor.js:283:6
      1  100.0%          t node::inspector::(anonymous namespace)::InspectorConsoleCall(v8::FunctionCallbackInfo<v8::Value> const&)
      1  100.0%            LazyCompile: ~app.get /Users/z002j8f/Desktop/Projects/nodeprofiler/app.js:38:18
      1    4.3%    LazyCompile: ~Writable.uncork _stream_writable.js:309:37
      1  100.0%      LazyCompile: ~end _http_outgoing.js:686:45
      1  100.0%        LazyCompile: ~send /Users/z002j8f/Desktop/Projects/nodeprofiler/node_modules/express/lib/response.js:100:25
      1  100.0%          LazyCompile: ~sendStatus /Users/z002j8f/Desktop/Projects/nodeprofiler/node_modules/express/lib/response.js:336:37
      1  100.0%            LazyCompile: ~crypto.pbkdf2 /Users/z002j8f/Desktop/Projects/nodeprofiler/app.js:51:73
      1    4.3%    LazyCompile: ~TickObject internal/process/next_tick.js:87:14
      1  100.0%      LazyCompile: ~nextTick internal/process/next_tick.js:109:18
      1  100.0%        LazyCompile: ~defaultTriggerAsyncIdScope internal/async_hooks.js:289:36
      1  100.0%          LazyCompile: ~_writeRaw _http_outgoing.js:243:19
      1  100.0%            LazyCompile: ~_send _http_outgoing.js:210:49
      1    4.3%    LazyCompile: ~Socket.setTimeout net.js:409:39
      1  100.0%      LazyCompile: ~resetSocketTimeout _http_server.js:685:28
      1  100.0%        LazyCompile: ~parserOnIncoming _http_server.js:611:26
      1  100.0%          LazyCompile: ~parserOnHeadersComplete _http_common.js:68:33
      1    4.3%    LazyCompile: ~Socket._writeGeneric net.js:695:42
      1  100.0%      LazyCompile: ~Socket._writev net.js:727:36
      1  100.0%        LazyCompile: ~doWrite _stream_writable.js:405:17
      1  100.0%          LazyCompile: ~clearBuffer _stream_writable.js:500:21
      1  100.0%            LazyCompile: ~Writable.uncork _stream_writable.js:309:37

     20    1.8%  UNKNOWN
      1    5.0%    T v8::internal::Runtime_KeyedLoadIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      1  100.0%      LazyCompile: ~parseObject /Users/z002j8f/Desktop/Projects/nodeprofiler/node_modules/qs/lib/parse.js:46:39
      1  100.0%        LazyCompile: ~parseKeys /Users/z002j8f/Desktop/Projects/nodeprofiler/node_modules/qs/lib/parse.js:78:35
      1  100.0%          LazyCompile: ~module.exports /Users/z002j8f/Desktop/Projects/nodeprofiler/node_modules/qs/lib/parse.js:132:27
      1  100.0%            LazyCompile: ~parseExtendedQueryString /Users/z002j8f/Desktop/Projects/nodeprofiler/node_modules/express/lib/utils.js:284:34
      1    5.0%    T v8::internal::Builtin_NumberPrototypeToFixed(int, v8::internal::Object**, v8::internal::Isolate*)
      1  100.0%      LazyCompile: ~getResponseTimeToken /Users/z002j8f/Desktop/Projects/nodeprofiler/node_modules/morgan/index.js:228:60
      1  100.0%        Eval: ~<anonymous> :1:20
      1  100.0%          LazyCompile: ~developmentFormatLine /Users/z002j8f/Desktop/Projects/nodeprofiler/node_modules/morgan/index.js:183:52
      1  100.0%            LazyCompile: ~logRequest /Users/z002j8f/Desktop/Projects/nodeprofiler/node_modules/morgan/index.js:116:24

     20    1.8%  T _mach_error_type

     18    1.6%  T ___guarded_open_np
      8   44.4%    T v8::internal::Runtime_CompileLazy(int, v8::internal::Object**, v8::internal::Isolate*)
      1   12.5%      LazyCompile: ~use /Users/z002j8f/Desktop/Projects/nodeprofiler/node_modules/express/lib/application.js:186:23
      1  100.0%        Eval: ~<anonymous> /Users/z002j8f/Desktop/Projects/nodeprofiler/app.js:1:1
      1  100.0%          LazyCompile: ~Module._compile internal/modules/cjs/loader.js:721:37
      1  100.0%            LazyCompile: ~Module._extensions..js internal/modules/cjs/loader.js:808:37
      1   12.5%      LazyCompile: ~trim_prefix /Users/z002j8f/Desktop/Projects/nodeprofiler/node_modules/express/lib/router/index.js:284:23
